_id,description,price,sqmprice,area,year
26403157,"EDC har nu fornøjelsen at byde jer velkommen til denne indflytnigsklare villa i 1-plan.Denne bolig er blevet gennemrenoveret i 2021 og fordeler sig over 121m2, fordelt på entré, stue, værelse, køkken, badeværelse, bryggers og garage.I entréen bliver I mødt af lyse materialer og flotte gulve, som går ensartet igen igennem hele boligen. Herfra træder I videre ind i boligens stue og køkken alrum, hvor der er plads til både sofaarrangement og spiseplads. De brede vinduespartier og loft til kip giver et godt lysindfald og skaber en skøn atmosfære.Boligens køkken er opført i flot og moderne stil og her er endvidere valgt hvidevarer af høj kvalitet. Det rummelige værelse, som oprindeligt var opdelt i 2, fungerer nu både som værelse og ”walk in closet”. Huset er oprindeligt opført med 3 værelser, hvilket let kan reetableres, såfremt behovet er der for dette. Badeværelset er tillige opført i moderne stil og i neutrale farver. Her er brusekabine og et praktisk bredt badeværelsesmøbel.Huset rummer dertil et bryggers, hvor der er installeret vaskefaciliteter. Herfra kan I gå direkte videre ud i garagen.Fra stuen kan I gå videre ud på den nyere anlagte træterrasse der vender mod sydvest. Her får I solens stråler det meste af dagen og aftenen. En overskuelig og rummelig have venter jer og her kan I med grønne fingre let sætte jeres eget præg.Søger I en bolig, hvor I kan flytte direkte ind, så er boligen her måske noget for jer. Skulle I på sigt få behov for flere kvadratmeter, tillader grundens størrelse på hele 836m2, at man kan bygge til. I bosætter jer tæt på hverdagens fornødenheder, herunder skole, daginstitution, indkøb og Hedehusene station. Forholdene i el-rapporten er udbedret af sælger. Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk",,165.000,92,1959
60702163,"Velopført og velbeliggende 1-plans villa i skønt og etableret villakvarter er nu på markedet. Ejendommen ligger i Hejls: En aktiv mindre by med indkøb, børnehave, vuggestue, dagplejer, multihus med hal, klubhus m.v. Byen er omgivet af smuk natur og med kun 9 km til Christiansfeld og 15 km til Kolding. Der er kun 2 km til de gode badestrande i Hejlsminde. Villaen er løbende blevet opdateret og fremstår indflytningsklar. Der er skøn, lukket have primært vendt mod syd med udhus, fin terrasse i komposit, overdækket terrasse mod vest og pavillion, hvor aftensolen kan nydes. Huset er energivenligt med solceller på taget. Der er ydermere dobbelt carport.Boligen er lys og indbydende og byder på lækkert bryggers, køkken/alrum m. HTH-inventar, gulvvarme og skøn karnap, der giver et rigtig godt lysindfald, stor spiseafdeling m. ovenlys og nedgang til dagligstue m. udgang til haven, værelse/kontor, nyere badeværelse m. brus og gulvvarme, soveværelse m. faste skabe, børneafdeling m. entré, 2 gode værelser samt badeværelse m. gulvvarme. En skøn bolig der bør ses!",1.845.000,2.109,166,1985
60701596,"På en af Hejls’ måske hyggeligste gader, med et rigtig godt naboskab, udbydes dette fine gule hus nu til salg. Huset er pudset og malet med hvide sprossede vinduer. Huset ligger på en god og lukket grund, hvor der er hyggelig gårdhave med overdækning, fin have og carport med isoleret værksted. I Hejls er der et godt lokalt sammenhold, og der er både Brugs, Børnehave og vuggestue, samt god idrætsforening. Der er kort afstand til Hejlsminde og den skønne badestrand og Sjølund, hvor der bl.a. er skole til 9. klasse. Fra ejendommen er der ca. 20 minutters kørsel til både Kolding og Haderslev. Huset er godt indrettet med stort, lækkert badeværelse, stort værelse og pæn entré/bryggers. Rigtig flot køkken fra IKEA 2018, hvor gulve, vægge osv. også er renoveret. Dejligt køkken alrum, hvor der også er udgang til terrasse og haven. Hyggelig vinkelstue med brændeovn. På 1. sal er der i alt tre værelser (det ene som walk-in/depot). Alt i alt en rigtig dejlig ejendom, beliggende i et velfungerende lokalsamfund, nær skov, strand og flere større byer.",1.045.000,1.591,140,1877
60702126,"Hejls er en særdeles aktiv mindre by med den skønneste natur i området og tæt ved flere gode børnevenlige badestrande i Grønninghoved og Hejlsminde. I byen finder man godt naboskab, flere fælles aktiviteter, dagpleje, børnehave og en god Brugs. Skolen er slået sammen med skolen i Sjølund, hvor der også er multihal. Villaen byder på 174 m2 boligkvadratmeter fordelt på to plan. Stueplan er indrettet med stor vinkelstue med brændeovn og med god plads til både sofahjørne og stort spisebord.Stort spisekøkken med gulvvarme. Baggang og gæstetoilet med plads til vaskemaskine og tørretumbler. Stort værelse. Entre med trappe til 1. salen.1. salen er indrettet med 3 værelser og badeværelse med bruseniche.Til ejendommen hører udhusbygninger med mange anvendelsesmuligheder. Stor og ugenert have og flere hyggekroge.Ring og bestil en fremvisning på 7456 3800.",1.145.000,2.091,174,1877
60702113,"2-families ejendom beliggende midt i Hejls by udbydes til salg. Ejendommen indeholder i dag 2 lejemål, hvoraf lejemålet i stuelejligheden er opsagt og derfor fri til køber pr. 01. februar 2022. Huset står med pudsede facader og tegltag. Vinduer i plast.Der er god stor grund med maser af luft omkring ejendommen. Grunden er udlagt i plæne og som p-areal. Stueetagen indeholder: Entre, badeværelse, stor stue, spisekøkken, 2 værelser samt bryggers m. udgang til haven. Der er seperat opgang til 1.salen, som indeholder entre, badeværelse, spisekøkken, soveværelse, depotrum og hyggelig stue m. synlige bjælker. Ejendommen indbringer for nuværende en årlig lejeindtægt på kr. 93.000,00 ex. forbrug. Et godt bud på investering eller en prisbillig bolig for ny ejer.",945.000,1.525,150,1900
60701904,"Højtbeliggende i Hejlsminde og med en fantastisk udsigt over Lillebælt udbydes denne villa til salg. Som område og by har Hejlsminde en masse at byde på. I 2015 er Hejlsminde strand ved bugten blevet genoprettet og forskønnet. Stranden er bla. blevet bredere og der er lavet et plauteau med borde og bænke, som er et ideelt sted, hvis man ønsker at nyde solopgangen fra første parket. Hejlsminde strand har siden 2009 fået tildelt det Blå flag. Lokalmiljøet byder på cafeer, lystbådehavn, musikarrangementer og fællesspisning i forsamlingshuset. Naturmæssigt er der rig mulighed for cykel- og vandreture i området. Her kan bla. nævnes naturreservatet ved Hejls Nor som er rigt på fugle- og planteliv.Huset fremstår lyst og meget indbydende med en spændene planløsning. Husets tag er fra 2012. Indeholder: Stor og flot entré, som fordeler gæstetoilet, værelse, kontor, soveværelse med eget badeværelse og køkkenalrum i åben forbindelse med stuen. Fra spisepladsen i køkken alrummet er udsigten til området og Lillebælt helt fantastisk. Stuen er hyggelig med brændeovn. I mellemgangen som forbinder entreen og køkkenalrum og stue er der en tagterrasse mod vest, hvor aftensolen kan nydes. Kælderen er rummelig og højloftet og indeholder: Hobbyrum, bryggers, stort opholdsrum, hvor der i den ene del har været swimmingpool, som i dag er nedlagt. Herudover er der et badeværelse med sauna, som aktuelt anvendes til depot. Dobbelt garage med hejseport.Haven er nem og vender primært mod øst og syd herfra er der flot udsigt til området.Denne villa skal opleves!",2.595.000,2.981,205,1974
60204850,"Familievilla i børnevenlige omgivelser i Hejlsminde med kort afstand til strand, indkøb og skøn natur.Boligen er opført i 2008 og på 177 kvm (jf. BBR). Boligen er opført i kvalitetsmaterialer, og den er i særdeles god stand, klar til indflytning og med uhindret udsigt over byen Hejlsminde, Hejlsminde Nor og Lillebælt.Villaen indeholder følgende:Stueplan·      Stort og lyst køkken-alrum med inventar i granit og træ samt udgang til stor terrasse med havudsigt·      Stort badeværelse med bruseniche·      To store værelser med indbyggede, meget rummelige skabe·	Entre med god opbevaringsplads1. sal·      Stor, lys stue med loft til kip og udgang til stor altan med fremragende havudsigt.·      Badeværelse·      Stort soveværelse med walk-in·      Værelse/kontorTil ejendommen hører dobbelt carport og et stort, rummeligt opbevaringsrum over carporten med let adgang fra husets 1. sal.De nuværende ejere har købt grunden foran huset for at kunne bevare havudsigten. Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",,180.000,177,2008
60702149,"På en af Hejls’ måske hyggeligste gader udbydes dette charmerende hus nu til salg. I Hejls er der et godt lokalt sammenhold, og der er både Brugs, Børnehave og dagpleje, samt Multihus med gode aktivitets tilbud. Der er kort afstand til Hejlsminde og den skønne badestrand og Sjølund, hvor der bl.a. er skole til 9. klasse og en multihal. Fra ejendommen er der ca. 20 minutters kørsel til både Kolding og Haderslev. Huset er indrettet med entré og opgang til 1. sal, adgang til kælder og et gæstetoilet. Hyggeligt køkken alrum med HTH køkkenelementer fra ca. 2010, god spiseplads med dejligt lysindfald. Kontor/værelse. Rummelig stue med brændeovn og udgang til solrig fliseterrasse. Soveværelse med adgang til badeværelse med bruser og nyere skabsarrangement. 1. sal indeholder repos og to gode værelser med nyere laminatgulve.Kælder med god loftshøjde flere disponible rum og værksted.Tilhørende en nem have med skøn flisebelagt terrasse mod syd/vest. Garagen er med elport og delt op, så der også er plads til haveredskaber, plæneklipper mv. i bygningen.Alt i alt en rigtig dejlig ejendom, beliggende i et velfungerende lokalsamfund, nær skov, strand og flere større byer.  Book en fremvisning på tlf. 74563800.",1.245.000,2.032,147,1958
28202255,"Se link til bolig & drone-film nederst til højre i præsentationen (Kun desktop versionen)På Bakkedal i Hellerup ligger denne fantastiske store og veludnyttede villa beliggende blandt andre arkitektonisk smukke ejendomme. Mindre lejlighed kan indgå i handlen.Huset er gennemgribende renoveret i 2017-2018, hvor der ligeledes blev etableret 1. sal.  Ejendommen er stort set vedligeholdelsesfri. Du bydes velkommen i en flot hall med adgang til lækkert badeværelse samt 2 gode værelser hvoraf det ene har udgang til haven. Rummeligt walk-in-closet, skønt stort køkken-alrum i åben forbindelse til stor skøn stue. De store dørpartier med udgang til haven giver et smukt lysindfald overalt. På 1. salen er der 5 gode værelser, hvoraf de 4 har direkte udgang til en helt fantastisk terrasse, med smukt vue ud over haven og området. Der er tillige et lækkert badeværelse og walk-in-closet. Underetagen rummer flere gode disponible rum, som kan anvendes til gæsterum, kontor, festlokaler mv. Der forefindes tillige bryggers og badeværelse i kælderen. Ejendommen opvarmes med fjernvarme og med et lavt energiforbrug. Den smukke have er praktisk anlagt og med flot beplantning. Til ejendommen hører endvidere en dobbelt carport. En ejendom der skal opleves.",17.500.000,7.866,233,1933
29104680,"Indenfor de seneste 2 år er alt gennemrenoveret samt re-tegnet og re-designet. Et super tjekket facadeudtryk er blevet skabt i en moderne fortolkning af ”Colonial Style”, der selv ude fra gaden skaber opmærksomhed omkring, at der her er en villa i særklasse.Eksklusive materialer i sidste nye stil fra øverste hylde. Hertil både praktiske løsninger og flotte gennemtænkte detaljer i bedste håndværksmæssige kvalitet. Resultatet er en ikonisk designervilla som samtidig er både hyggelig, atmosfærefyldt og praktisk i hverdagen.Oplevelsen begynder helt ude fra gaden hvor stemningen bygges op bag den imposante havemur med automatisk port. Flot belægning i granit med et tvist, så det ikke bliver for ”almindeligt”. Forhaven anlagt snorlige og nem at holde. Man går forbi den store dobbelte garage indbygget i villaen og videre op ad den brede granittrappe til det smukke overdækkede indgangsparti.Flot og utraditionel hall med flotte store grå klinker, ovenlysvindue med kig til altanen ovenpå og skulpturel trappe i eg, glas og eksklusivt håndværk. Stort åbent stue/spisestue og køkken/alrum i eet åbent rum, - men med mange indhak, vinkler og miljøer samt bl.a. køkkenet helt rundt om hjørnet. Så den perfekte kombination af åbent rum, men alligevel med plads til at rode i køkkenet, plads til at ligge i sofaen, plads til et læse i ”den lille stue” under ovenlysvinduerne, plads til mange gæster om spisebordet, mv. De fedeste sildebensparketgulve i moderne look med ekstra bredde, store smukke vinduespartier og direkte udgang til både den store sydvendte terrasse samt til den hyggelige overdækkede terrasse mod nord, hvor den sene aftensol kommer om sommeren. Denne terrasse er også perfekt placeret i forhold til køkkenet, så man kan grille i tørvejr hele året tæt ved køkkenet. Fra hall er der adgang til gæstetoilet og stort kontor.Smuk lys trappeopgang til 1. sal hvor der er god stor repos med udgang til altanen. Endvidere adgang til hvert af de 3 store soveværelser, som hver især har direkte adgang til badeværelse. Forældresoveværelset har mange skabe og adgang til stor privat badeværelse gennem walk-in closet. De 2 store børneværelser deler stort fælles badeværelse, men med hver sin direkte indgang. Tjekket lavet!I underetagen bydes man repræsentativt velkommen direkte i den store og smukt forarbejdede vinkælder. Ydermere stort festrum med plads til billard eller bordtennis eller biograf samt stort teenagerum/gæsterum med adgang til eget badeværelse. Endvidere vaskekælder og fyrrum samt udgang til haven.Udover de særligt flotte sildebensparketgulve og de smukke vinduer, kan også fremhæves nyt tag i naturskifer, energirigtig varmepumpe fra Weishaupt ”luft til vand”, Vola armaturer, marmor, Liebherr vinkøleskab, eksklusiv og gedigent forarbejdet overdækning over terrassen, o.m.m.Stor privat og flot anlagt have, som er nem at holde og som nævnt indeholder de 2 store og atmosfærefyldte terrasser, så der er altid sol at finde.Smukt, fredfyldt og særligt eksklusivt kvarter, som byder på nogle af de største villagrunde i Gentofte Kommune samt smukke gamle majestætiske palæer. Cykelafstand til Københavns Centrum samt gåafstand til Hellerup Station, Strandvejen og Hellerup Havn + Strand.Ring for fremvisning på 21 70 00 11.",30.000.000,15.109,239,1990
29203508,"Søger du villa hvor du kan sætte dit eget præg? Så er dette huset for dig.Villaen breder sig over et boligareal på 135 m2 + 73 m2 kælder. Boligen ligger i attraktive Dyssegård og byder på de klassiske udtryk med stuk, og sildebensparket i køkken-alrummet. Derudover har du endnu en flot stue med udgang til haven. Boligen har en god planløsning, og med den rette køber, kan dette blive den perfekte bolig, til dig med hænderne skruet godt på. Udover de mange kvadratmeter inde i huset, får du også en skøn have på hele 760m2. I bosætter jer på en hyggelig villavej med mange børnefamiler og kort afstand til hverdagens nødvendigheder. Knap 1 km for boligen finder i både skole, pasningstilbud, indkøb og offentlig transport. Derudover er det blot en kort gåtur til Emdrup Sø.",6.995.000,5.294,135,1936
29203475,"Leder du efter en klassisk villa med skønt lysindfald? Så har du fundet den!Med denne villa fra 1934 får du hele 184 etagemeter, plus en flot træterasse. I stueplan finder du to funktionelle værelser, stor stue og køkkenalrum, samt dejlig lyst badeværelse. Villaen fremstår i flot velholdt stand, og ligger højt i området. Samlingspunktet i hverdagen bliver i køkken/alrummet, som med sit store vinduesparti og skydedør, åbner op til den skønne terasse og have som er orienteret mod syd. De varme sommerdage kan rigtigt nydes i den skønne have, som går hele vejen rundt om huset. I de kolde tider kan man også nyde aftenerne med familien foran brændeovnen. Derudover får du en yderst anvendelig kælder med flot badeværelse med gulvvarme, stort åbent vaskerum, to store disponible rum, samt viktualierum til at holde vinen kølig. Villaen ligger i det klassiske villakvarter i Dyssegård, Hellerup, tæt på Emdrup sø og Dyssegårdsparken. Villaen ligger kun 5 minutters kørsel fra København og adgang til kommunens gode skoler og dagsinstitutioner. Ydermere ligger både indkøb og offentlig transport, alt inden for 1 kilometer fra matriklen. OBS - Ejendommen er tilmeldt fjernvarme, og installaton starter i området omkring november 2022",7.698.000,4.360,92,1934
29203412,"Om du er til ombyg, genbyg eller nybyg, så kan jeres drømme gå i opfyldelse netop her.For enden af den rolige, blinde og børnevenlige Kragevej finder du en fantastisk beliggende grund med et fint hus, der gemmer sig bag havelågen i nr. 14. Her bor du i gåafstand til Tranegårdsskolen, Maglegårdsskolen, HIK, Øregård Gymnasium, Øregårdsparken, Bernstorffsvej St. og meget mere. Her er grunden 568 kvadratmeter med en bebyggelsesprocent 25 %. Lokalplanen foreskriver at nyopførte villaer skal være 1½ eller 2 plans hus i maksimalt 9 m højde samt maksimal udnyttelse på 125 % til kælder af det bebyggede areal.Villaen som i dag fordeler sig på 113 kvadratmeter, byder på rummelig entré med adgang til badeværelse, tre gode soveværelser, rummelig og lys stue, spisekøkken og bryggers.Mulighederne er mange, spørgsmålet er bare hvad I foretrækker.",8.495.000,5.347,113,1960
28202340,"Skøn familievilla i Hellerup på stor solrig grund. Ejendommen er gennem de senere år totalt renoveret og fremtræder som en absolut nutidig bolig. Stueplanet er på 135 kvm, og indeholder entre og rummelig forstue, skønt lyst køkken/alrum med udgang til sydvest vendt terrasse i niveau, og med flot udsigt til haven, stor dagligstue med rigelig plads til mange gæster, masterbedroom med pejs, fordelergang med adgang til 3 børneværelser samt et super lækkert badeværelse med vaskesøjle og gulvvarme. Underetagen er ligeledes på 135 kvm, som og er smagfuldt istandsat. Her er mange gode anvendelige rum samt lækkert badeværelse med gulvvarme (mangler alene tilslutning). Overalt i ejendommen er der et super flot lysindfald.Til ejendommen hører endvidere stor muret garage. Den store grund er på 1.004 kvm og er udlagt praktisk med plæne, bålplads, terrasse og legeområde. Nærområdet byder på gode naturoplevelser - Gentofte sø ligger i gåafstand. Her er gode daginstitutioner, skoler og idrætsanlæg, og her er tæt til offentlig transport. De daglige indkøb foretages typisk i Gentoftegade der har flere supermarkeder, apotek, cafeer og restauranter, og her ligger også Gentofte kino som er en af kommunens 2 biografer. Ejendommen henvender sig til et bredt publikum - det kan være børnefamilien, det unge par eller det ældre ægtepar der ønsker at downsize. En absolut indbydende ejendom som skal ses.  Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk",8.450.000,4.513,135,1933
29203490,"Flot renoveret rækkehus med udnyttet 2. sal på Sundvænget i Hellerup - Beliggenheden er i absolut topklasse.Sjældent udbudt rækkehus i det eftertragtede Sundvænget tegnet af arkitekt Thorkild Henningensen - Beboerne i bebyggelsen har adgang til aflåst fælles strand, badebro og boldbane.Huset er løbende blevet eksklusivt gennemrenoveret med bl.a  nyt tag og 2. sal fra 2009 og udført gennemgående god smag og sans for detaljen og i stor respekt for husets oprindelige stil og sjæl. Der er smukt anlagt sydvendt og meget solrig nem have med flot ankomstparti til huset, hvor der er opført en rummelig hævet træterrasse og smuk stenbelægning. Den klassiske indretning består af  smuk entré med trappe til 1. sal og indbygget garderobeskab og anrettergang med skabe og skuffer fra Kvänum. Der er to meget smukke og præsentable stuer ensuite med original sildebensparket i eg og med meget solrig og indbydende havestue med sprossede vinduer med dobbeltdør ud til den skønne træterrasse. Spisestuen er i åben forbindelse med lækkert kvalitetskøkken fra Kvänum fra 2016 med mange fine detaljer og lille brændeovn. Spisestuen har et stort vinduesparti med sprossede vinduer ud til gårdsiden og er lys og indbydende.Fra køkkenet er der trapper ned til flot renoveret bryggers/grovkøkken fra 2013 med Kvänum elementer og lækkert gæstetoilet med bruser. Fra bryggerset er der udgang til husets bagside og adgang til husets lille kælder, hvor fjernvarmeanlægget er installeret.På 1. sal er der indrettet hele tre gode soveværelser og et smukt badeværelse fra 2009 med to håndvaske, gulvvarme og bruseniche.Trappen fortsætter op til husets 2. sal, som er indrettet med meget stort forældresoveværelse eller teenageafdeling med loft til kip og synlige hanebåndsbjælker og vinduer til to sider samt håndvask. Herudover er der et depotrum.Lokation i central afstand til Charlottenlund Skov, Charlottenlund Fort og Strandpark samt til Hellerups mange gode indkøbsmuligheder med dejligt butiks- og restaurantliv.",27.995.000,9.037,217,1924
30005764,"Højt beliggende kvalitetsbolig i 2 plan + kælder på hele 138 m2 på Århusvej midt i det eftertragtede Jyllandskvarter. Fantastisk og overkommelig solrig have der byder på meget sol. Boligen er i nem gå -og cykelafstand til parkområdet Smørhullet, Øresund, skoler og institutioner samt Helsingør centrum. Derudover kort afstand til både Helsingørmotorvejen og kystbanestationen som bringer Jer til København på under 40 minutter.Boligen indeholder i stueplan: Entré med indgang til flisebadeværelse, samt flot og rummeligt køkken. Dejlig vinkelstue med godt lysindfald og flot udsigt over haven og med direkte udgang til udestue. I stueplan findes også husets første værelse. 1. salen byder på stort badeværelse med karbad og brus og husets andet soveværelse, hvor der her er mulighed for at etablere 2-3 soveværelser alt efter behovet.Højloftet og tør kælder indeholder som indeholder værksted, stort og praktisk bryggers med vaskemaskine og tørretumbler, fyrrum, 3 gode disponible rum med gode anvendelsesmuligheder. Til huset hører en stor garage som kan bruges til opbevaring eller ekstra værksted hvis behovet er der. Huset har energiklasse C og har lave forbrugsudgifter, så hvis du leder efter noget i indflytningsklar stand, så tøv ikke med at booke en fremvisning. Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",3.595.000,3.700,138,1951
30005990,"Beliggende i det populære Pipkvarter findes dette indbydende lille hus som fremstår i flot og indflytningsklar stand. Huset er løbende vedligeholdt med nyere vinduer og flot pudset facade. Huset er 86 kvadratmeter med mulighed for 3 gode soveværelser i stueplan. Derudover er der 18 m2 kælder som er udnyttet med bryggers og et hobbyrum.Boligen indeholder: entré, fint badeværelse, flot og velholdt ældre køkken, indgang til en rummelig og åben vinkelstue med masser plads og godt lysindfald fra de mange vinduespartier. Her er der adgang til soveværelset med skabsplads, og endnu et væresle/stue med direkte udgang til sydvendt træterrasse hvor man kan nyde aftensolen. Dejlig have med flere kroge og urtebede. Haven indeholder både fliseterrasse og regulær græsplæne. Rigtig fin kælder som bruges til bryggers og kan etableres et ekstra badeværelse og et hobbyrum. Til boligen er der også en god carport og skur.Området er beliggende i yderkanten af Helsingør med hyggeligt parkareal, gåafstand til skov, Helsingørs naturområde Vestkilen, Nordvestskolen og indkøbsmuligheder.Derudover nem afstand til Helsingør centrum med enten bil, bus eller cykel.Leder I efter en god, overkommelig og veludnyttet bolig lige til at flytte ind i, så skal denne bolig ses.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2.475.000,2.799,86,1953
68802195,"For enden af en stille villavej ligger denne familievenlige villa i to plan i Sdr. Vium by. Sdr. Vium er et aktivt lokalsamfund med foreninger, landsbypedeller, kulturhus samt vuggestue/friluftsbørnehave. Folkeskole i Nr. Bork 6,4 km og friskole i Lyne 6,4 km. Lokalbrugs i både Hemmet og Lyne. I Nr. Nebel 10 km væk er der et rigt handelsliv med mange specialbutikker og flere supermarkeder.Med blot 9 km til Bork Havn er man tæt på fjorden og med en fordobling på kilometer er man ved Vesterhavet. Der er ydermere fantastisk natur tæt på villaen.Velkommen indenfor i forgang, som har opgang til 1. sal med repos, et mindre værelse og et stort værelse med udgang til svalegang. Derudover er der et uudnyttet loftsrum med mulighed for flere værelser og et badeværelse. Stueplan indeholder et dejligt køkken-alrum med Designa køkken fra 2013. Hyggelig stue med udgang til overdækket terrasse. Mellemgang med badeværelse med badekar, bruseniche og gulvvarme, soveværelse og et værelse med skabe samt baggang med vaskesølje. Med til villaen hører garage, fyrrum og cykelskur/redskabsrum. Fra haven er der luft og frit udsyn over markerne. Haven er iøvrigt af den nemme slags, hvor robotplæneklipperen klarer plænen og hvor bedene er udlagt i flis.Huset opvarmes af jordvarme.",675.000,1.112,165,1980
68702170,"Hyggelig villa til en skarp prisI Sdr. Vium kan man komme langt for pengene, så hvis du kunne fristes af et billigt hus, der løbende er renoveret, så har du muligheden nu.Ejendommen har plastik vinduer fra ca. 2016 og tag er skiftet i 2018/2019. El i hele boligen er udskiftet. Boligen opvarmes med varmepumpe fra 2016 og der er gulvvarme over alt i boligen. Det bliver ikke nemmere. Indenfor venter i alt 130 kvm., hvor boligen fordeler sig på en pæn entré, stor vinkelstue i åben forbindelse med køkkenet, som er udskiftet i 2016. Endvidere stort soveværelse med loft til kip, badeværelse med god plads og stor bruseniche. Bryggers med skabsvæg samt et ekstra værelse.Desuden er der en isoleret garage (ej på bbr) med automatisk port samt et hyggeligt terrassemiljø. Grunden giver masser af muligheder for at  etablere sin helt egen hyggelige have.Boligen er i dag udlejet og lejer betaler kr. 4.100 + forbrug.Vær opmærksom på at ejendommen også udbydes som en samlet ejendom med Lynevej 1. Her får du muligheden for at blive udlejer uden store vedligeholdelsesudgifter.",495.000,1.048,130,1900
68802208,"Jollen 1 er beliggende attraktivt ved Bork Havn med flot Fjordudsigt. Fra 1. sal bliver I mødt af den imponerende panoramaudsigt til Ringkøbing Fjord, samt Tipperhalvøen. Bork Havn er kendt for surfernes paradis, forholdene er ideelle og her findes surfcenter og surfskole. Feriebyen har både forretninger, spisesteder og en stor lystbådehavn.Ringkøbing Fjord byder på dejligt roligt badevand og blot 9 km væk ligger Vesterhavet, hvor I finder de smukkeste lange fine sandstrande med klitter og mulighed for at bade i Vesterhavet.Jollen 1 er i dag opdelt i to, stueplan er udlejet gennem DanCenter med seks sovepladser og 1. sal er i dag privat bolig. 1 sal byder på dejlig køkken-alrum og stue i åben forbindelse med udgang til stor altan, hvor du kan nyde den fantastiske udsigt over Fjorden. To rummelige værelser og badeværelse.Stueplan er ligeledes med stor køkken-alrum og stue i åben forbindelse, oplagt til fællesskab og hygge. En havestue er bygget på med store vinduespartier, der giver et godt lysindfald og samtidig trækkes naturen helt med ind. Tre værelser med to sovepladser i hver og lyst badeværelse med bademiljø og bruseniche. Baggang med vaskefaciliteter, der også fungerer som indgang til stueplan.Med til villaen hører dejlig lukket haveareal anlagt pasningsvenligt med træer, stauder og græs. Flisebelagt indkørsel. Carport, depotrum og skur til opbevaring er ligeledes at finde. Et stort plus er villaens nyere tag med solcelleanlæg, der medvirker til en meget lav elregning. Lejeindtægten 2021 har været kr. 70.069. for stuen.Book en fremvisning og oplev denne skønne beliggenhed i første række til Ringkøbing Fjord.",3.500.000,1.474,178,1981
68305257,"Denne skønne bolig er opført i 1994 og er gennemgående renoveret i 2011, så den i dag fremstår moderne og lys. Beliggenheden på det populære vænge ""Jollen"", er særdeles attraktiv idet du er tæt på den betagende fjord og det hyggelige og velbesøgte miljø omkring havneområdet. Haven er ganske privat i kraft af den høje bevoksning bag huset. Her er et par lækre træterrasser. Ydermere findes en carport med et par udhuse samt en stor, anvendelig, isoleret garage med elektrisk port og varmepumpe. Huset har en spændende og lidt anderledes planløsning, som man ikke ser så mange andre steder i området. Her er højt til loftet og en dejlig, lys og smagfuld indretning. De 99 boligm² fordeler sig på en klinkebelagt entré med plads til overtøjet og godt med skabsplads. Herfra er der adgang til husets måske bedste kvalitet - det store, lyse opholdsrum, som rummer plads til både køkken, spiseplads samt sofaafdeling. Her er altså rig mulighed for at hele familien kan være samlet. Køkkenet fremtræder pænt og lyst og har opvaskemaskine. I opholdsafdelingen er der ydermere opsat brændeovn, udgang til de to skønne træterrasser samt opgang til hems, hvor der kan etableres et par ekstra sovepladser. Klinkebelagt spabadeværelse med sauna og bruseniche. Desuden et pænt gæstetoilet med vaskemaskine. Her er i alt tre gode og velindrettede værelser - to med 3/4 seng, mens det sidste værelse har dobbeltseng og direkte adgang til ekstra værelse med børneseng. Huset er tilmeldt udlejning igennem Dancenter. Et super lækkert hus med alt hvad du behøver - meget centralt ved Bork Havn.",1.995.000,2.255,99,1994
68702169,"Går du med en uforløst drøm om at blive udlejer? – Så skal du tage et kig på Lynevej 1. Boligen er gennem renoveret med plastik vinduer fra 2012/2013, gulvvarme i hele stueplan samt tag der er skiftet i 2018/2019. Du bydes velkommen i entréen med trappe til 1. salen. I stueplan findes et stort badeværelse, godt soveværelse, værelse samt stort køkken/alrum med plads til både flydersofa og et langt bord  På 1. salen finder du en lille repos samt to gode værelser.Boligen er i dag udlejet og lejer betaler kr. 4.500 + forbrug.Vær opmærksom på at ejendommen også udbydes som en samlet ejendom med Esbølvej 13. Her har du få muligheden for at blive udlejer uden store vedligeholdelsesudgifter.",495.000,3.808,125,1900
